customer_id,year,month,weekend_amount_spent,Num_of_weekend_visits,total_amount_spent,total_num_of_visits,end_date
425085,2019,12,100.0,0,3726.16,4,2019/12/31
308452,2019,12,7753.99,5,22775.73,15,2019/12/31
381636,2019,12,100.0,0,1777.0,3,2019/12/31
350317,2018,12,100.0,0,30162.7,4,2018/12/31
226803,2018,12,100.0,0,4925.32,1,2018/12/31
286735,2019,11,5769.01,2,14902.11,5,2019/11/30
468083,2018,4,100.0,0,2612.98,3,2018/04/30
406077,2019,12,100.0,0,11998.81,2,2019/12/31
509009,2018,10,4777.8,1,4777.8,1,2018/10/31
287905,2018,10,5911.78,5,15168.28,9,2018/10/31
285003,2019,2,3470.92,2,3470.92,2,2019/02/28
209675,2019,2,9403.99,2,20041.0,4,2019/02/28
393367,2019,8,3017.98,2,5144.53,3,2019/08/31
369067,2019,8,5192.5,2,5192.5,2,2019/08/31
382071,2019,5,9659.53,1,35955.25,5,2019/05/31
271835,2019,1,4907.5,1,4907.5,1,2019/01/31
398908,2018,12,2717.5,1,2717.5,1,2018/12/31
416294,2018,3,7661.59,2,29198.27,10,2018/03/31
236781,2019,2,1065.46,1,1065.46,1,2019/02/28
527272,2019,1,388.34,1,388.34,1,2019/01/31
342565,2019,4,100.0,0,595.0,1,2019/04/30
239995,2019,4,37451.16,2,101161.56,14,2019/04/30
419146,2018,9,4354.87,1,4354.87,1,2018/09/30
486086,2018,7,2503.09,1,10939.78,2,2018/07/31
428438,2018,7,1146.79,2,4504.2,6,2018/07/31
343193,2019,7,100.0,0,2256.28,4,2019/07/31
324219,2018,11,7547.5,3,11510.94,11,2018/11/30
295414,2019,9,5146.6,1,34660.18,8,2019/09/30
445670,2018,2,15732.64,8,33589.95,24,2018/02/28
440506,2019,4,100.0,0,11791.0,6,2019/04/30
399753,2019,4,100.0,0,11042.58,2,2019/04/30
525457,2018,7,2752.21,1,4360.38,3,2018/07/31
390979,2019,7,100.0,0,10352.86,4,2019/07/31
314159,2018,3,2776.6,3,19392.67,5,2018/03/31
194819,2018,1,10167.16,10,28731.9,31,2018/01/31
418109,2018,1,1165.0,2,7552.75,5,2018/01/31
497848,2018,12,100.0,0,8060.74,3,2018/12/31
338592,2018,2,8769.51,5,14339.01,9,2018/02/28
194666,2019,1,3139.3,2,16188.64,5,2019/01/31
220915,2019,1,100.0,0,4174.3,4,2019/01/31
209280,2017,12,100.0,0,7247.65,3,2017/12/31
262758,2017,11,340.0,1,3789.25,4,2017/11/30
307366,2018,4,100.0,0,1984.0,1,2018/04/30
479421,2018,9,100.0,0,6370.0,3,2018/09/30
273356,2017,7,3775.0,1,14011.41,4,2017/07/31
467114,2017,10,231.39,1,548.43,2,2017/10/31
285032,2017,10,1724.5,4,14106.7,5,2017/10/31
453357,2018,7,100.0,0,5193.63,2,2018/07/31
481706,2017,11,9206.34,1,9206.34,1,2017/11/30
321503,2017,5,14010.6,4,19038.52,8,2017/05/31
435567,2017,5,17544.51,1,24152.01,3,2017/05/31
225885,2017,10,3109.8,1,3594.3,2,2017/10/31
238190,2018,3,12248.44,1,49837.03,6,2018/03/31
233749,2018,2,100.0,0,8553.72,3,2018/02/28
309499,2017,5,25042.0,3,80265.79,13,2017/05/31
177364,2017,5,302.5,1,28202.77,8,2017/05/31
433051,2017,7,100.0,0,1045.0,1,2017/07/31
191110,2018,5,100.0,0,6789.25,4,2018/05/31
297565,2017,12,100.0,0,922.0,1,2017/12/31
203058,2018,2,100.0,0,5986.39,4,2018/02/28
209285,2017,4,1026.25,1,10771.08,7,2017/04/30
390107,2017,4,3911.73,1,44236.84,6,2017/04/30
426704,2017,9,100.0,0,437.5,1,2017/09/30
321422,2017,9,3625.0,1,26208.86,2,2017/09/30
182371,2017,8,3895.12,2,19287.72,5,2017/08/31
337000,2017,8,25853.7,3,36119.25,11,2017/08/31
330026,2017,2,18890.8,3,18890.8,3,2017/02/28
346816,2017,9,2073.25,2,29191.44,7,2017/09/30
277592,2017,6,100.0,0,1287.36,1,2017/06/30
279204,2017,2,100.0,0,13288.8,4,2017/02/28
446633,2017,10,100.0,0,21018.7,5,2017/10/31
369383,2017,3,100.0,0,2935.0,1,2017/03/31
325218,2017,5,4942.45,1,6075.7,2,2017/05/31
289684,2017,6,100.0,0,2456.68,1,2017/06/30
479387,2017,6,100.0,0,2000.26,1,2017/06/30
474923,2018,1,3298.0,1,4828.0,2,2018/01/31
508988,2017,10,100.0,0,4940.13,2,2017/10/31
215382,2017,10,1127.5,1,1835.27,2,2017/10/31
236215,2017,9,100.0,0,355.0,1,2017/09/30
463105,2019,4,100.0,0,3512.5,2,2019/04/30
278464,2019,6,21621.73,2,26431.66,5,2019/06/30
384131,2019,6,7692.16,1,7692.16,1,2019/06/30
223542,2019,3,176.38,1,4718.44,8,2019/03/31
368454,2019,11,100.0,0,16627.09,1,2019/11/30
249601,2018,5,6595.0,1,11687.23,2,2018/05/31
388685,2019,10,100.0,0,1555.0,1,2019/10/31
260058,2018,6,538.81,1,1808.11,3,2018/06/30
487630,2019,4,100.0,0,4786.24,3,2019/04/30
336087,2019,3,100.0,0,7611.22,3,2019/03/31
450107,2018,4,100.0,0,400.0,1,2018/04/30
468338,2019,5,100.0,0,1915.0,1,2019/05/31
335395,2018,5,100.0,0,1949.47,1,2018/05/31
217926,2017,5,1796.5,1,1796.5,1,2017/05/31
191322,2017,7,760.0,2,760.0,2,2017/07/31
240918,2017,6,3062.5,2,3142.0,3,2017/06/30
337239,2017,11,19585.3,2,23987.17,4,2017/11/30
330026,2017,4,5555.38,2,12996.34,5,2017/04/30
275481,2017,10,100.0,0,3347.5,2,2017/10/31
525585,2017,10,1581.81,2,2576.31,4,2017/10/31
191322,2017,11,100.0,0,145.0,1,2017/11/30
249473,2017,4,2616.25,1,17480.5,4,2017/04/30
502493,2017,8,100.0,0,22234.0,2,2017/08/31
520392,2017,8,1434.22,1,11666.37,6,2017/08/31
271556,2017,4,13111.38,4,17764.35,6,2017/04/30
349468,2017,1,100.0,0,1696.0,2,2017/01/31
502136,2017,3,2626.38,3,6568.22,4,2017/03/31
420475,2017,11,100.0,0,7002.59,2,2017/11/30
221107,2018,11,1877.35,1,7549.03,4,2018/11/30
438461,2019,2,4964.5,3,7973.32,4,2019/02/28
306612,2019,3,947.5,1,2365.0,2,2019/03/31
368321,2019,4,1470.13,1,2830.38,2,2019/04/30
411538,2019,4,2109.6,1,2109.6,1,2019/04/30
418464,2018,12,100.0,0,240.7,1,2018/12/31
178114,2018,4,5604.22,1,5604.22,1,2018/04/30
375446,2019,10,100.0,0,3929.5,1,2019/10/31
256747,2018,5,262.9,1,1342.9,2,2018/05/31
402091,2018,5,733.0,1,733.0,1,2018/05/31
353084,2019,9,100.0,0,580.0,1,2019/09/30
435697,2019,4,100.0,0,2240.29,1,2019/04/30
244892,2018,2,10145.59,1,10145.59,1,2018/02/28
291233,2018,2,20815.42,5,23477.43,6,2018/02/28
315046,2017,7,883.0,1,1495.65,2,2017/07/31
268409,2018,9,985.0,1,4165.0,2,2018/09/30
397645,2019,7,100.0,0,1450.0,1,2019/07/31
242970,2018,6,100.0,0,187.0,1,2018/06/30
169217,2018,2,100.0,0,2467.81,1,2018/02/28
306794,2017,5,872.5,1,2266.69,2,2017/05/31
214511,2018,1,100.0,0,2173.56,1,2018/01/31
220757,2018,1,100.0,0,10883.29,3,2018/01/31
188673,2018,1,2527.99,2,6443.84,5,2018/01/31
430191,2017,2,460.0,1,460.0,1,2017/02/28
484100,2017,2,100.0,0,4297.0,1,2017/02/28
210027,2019,10,362.5,1,362.5,1,2019/10/31
217503,2019,7,11133.84,1,12656.16,2,2019/07/31
480207,2019,7,10101.93,1,10101.93,1,2019/07/31
464829,2019,11,100.0,0,20773.98,1,2019/11/30
506060,2019,8,100.0,0,512.5,1,2019/08/31
515174,2019,10,100.0,0,579.52,1,2019/10/31
395666,2019,2,505.0,1,505.0,1,2019/02/28
354917,2019,6,100.0,0,27477.94,1,2019/06/30
338579,2019,2,100.0,0,5361.94,2,2019/02/28
371153,2019,4,100.0,0,467.5,1,2019/04/30
301086,2018,7,1434.34,1,1434.34,1,2018/07/31
350499,2018,7,1876.0,1,1876.0,1,2018/07/31
393694,2017,4,1533.58,2,1533.58,2,2017/04/30
305685,2017,7,1207.0,1,1207.0,1,2017/07/31
357023,2018,7,5795.89,1,8630.89,2,2018/07/31
501869,2018,10,100.0,0,15555.28,1,2018/10/31
393183,2018,10,100.0,0,13570.86,4,2018/10/31
302192,2019,10,100.0,0,1441.18,1,2019/10/31
178541,2017,7,336.25,1,336.25,1,2017/07/31
203485,2017,11,100.0,0,1259.8,1,2017/11/30
520685,2017,7,100.0,0,706.0,1,2017/07/31
499731,2017,5,100.0,0,2284.0,1,2017/05/31
437488,2017,11,100.0,0,610.0,1,2017/11/30
444405,2017,1,100.0,0,1592.5,1,2017/01/31
252903,2017,1,100.0,0,883.0,1,2017/01/31
516111,2017,1,100.0,0,88856.5,8,2017/01/31
390979,2017,1,100.0,0,3226.3,1,2017/01/31
255710,2019,3,460.0,1,460.0,1,2019/03/31
519550,2019,2,634.0,1,1534.0,2,2019/02/28
357180,2019,11,100.0,0,12040.0,1,2019/11/30
390080,2019,9,100.0,0,325.0,1,2019/09/30
367855,2018,11,100.0,0,7723.0,1,2018/11/30
413593,2018,12,100.0,0,692.5,1,2018/12/31
326874,2018,1,1585.0,1,1585.0,1,2018/01/31
485691,2018,10,100.0,0,226.86,1,2018/10/31
431180,2018,9,100.0,0,4725.25,1,2018/09/30
203485,2017,8,5872.0,1,5872.0,1,2017/08/31
300936,2018,7,100.0,0,2198.25,1,2018/07/31
421259,2018,1,100.0,0,2668.99,3,2018/01/31
424801,2018,1,100.0,0,2720.59,1,2018/01/31
241141,2017,10,100.0,0,629.5,1,2017/10/31
282197,2019,12,5407.09,3,31888.21,11,2019/12/31
502738,2019,12,3385.81,1,22948.74,12,2019/12/31
436199,2019,12,27240.19,4,38716.81,9,2019/12/31
230662,2019,4,3662.5,4,6856.27,6,2019/04/30
381397,2019,12,16966.53,5,31512.58,11,2019/12/31
250439,2018,10,5772.82,6,30899.38,31,2018/10/31
407408,2018,10,5740.0,2,6040.0,3,2018/10/31
469087,2019,2,3527.5,1,3527.5,1,2019/02/28
484100,2019,8,5815.08,4,24602.34,15,2019/08/31
195751,2019,7,1100.5,1,8850.57,2,2019/07/31
169544,2019,7,6173.47,9,28813.03,20,2019/07/31
232752,2019,8,2692.33,2,6711.33,4,2019/08/31
408785,2019,8,3506.61,2,6501.22,6,2019/08/31
345804,2019,5,2729.5,1,2729.5,1,2019/05/31
171076,2019,5,1307.5,3,14165.92,9,2019/05/31
437259,2019,12,7173.16,2,7348.66,3,2019/12/31
475007,2019,7,3614.02,4,8369.53,10,2019/07/31
268337,2019,1,16574.44,8,35012.52,14,2019/01/31
307046,2019,1,4593.6,3,12450.3,10,2019/01/31
428686,2019,1,6071.62,1,6263.62,2,2019/01/31
334841,2018,12,5460.39,3,19631.98,8,2018/12/31
289684,2019,10,2043.04,1,3661.57,2,2019/10/31
193461,2018,12,1190.5,1,3073.3,4,2018/12/31
293188,2018,3,5516.62,5,13300.44,10,2018/03/31
443756,2019,1,10996.44,6,25035.58,13,2019/01/31
271189,2019,4,17240.92,2,28409.83,3,2019/04/30
445670,2018,9,16779.32,9,27851.5,18,2018/09/30
276548,2018,9,7659.51,7,20828.88,23,2018/09/30
188764,2018,8,2566.9,2,9003.79,7,2018/08/31
398619,2018,8,1135.0,2,11724.76,4,2018/08/31
196839,2018,8,22458.4,6,39144.22,12,2018/08/31
483292,2018,8,2164.0,1,5395.0,2,2018/08/31
305934,2019,1,428.8,2,3856.78,12,2019/01/31
186735,2019,1,1208.5,2,12295.3,15,2019/01/31
460107,2019,10,5282.26,3,53334.88,17,2019/10/31
224188,2019,10,12925.87,4,51750.87,18,2019/10/31
407551,2018,8,8845.95,2,14400.24,3,2018/08/31
511154,2018,8,3354.31,2,6054.16,4,2018/08/31
190955,2019,9,2130.88,3,23058.82,10,2019/09/30
192060,2019,9,16175.47,3,41718.3,6,2019/09/30
245818,2018,7,14955.79,5,30453.82,7,2018/07/31
297276,2018,6,580.0,1,580.0,1,2018/06/30
227749,2018,11,7664.92,8,16881.04,21,2018/11/30
221082,2018,11,23946.07,6,113091.37,24,2018/11/30
353174,2018,11,10333.72,4,15346.72,7,2018/11/30
323264,2018,11,9445.6,8,44320.41,30,2018/11/30
214779,2019,2,1697.5,2,11518.3,9,2019/02/28
498820,2019,2,1055.83,1,4008.25,2,2019/02/28
247785,2019,9,100.0,0,6665.59,2,2019/09/30
363931,2019,5,100.0,0,7553.53,1,2019/05/31
390384,2019,5,100.0,0,8638.03,6,2019/05/31
509402,2018,4,1370.77,1,18931.07,6,2018/04/30
285930,2018,2,647.5,1,1620.97,2,2018/02/28
237205,2018,2,35715.33,3,84938.19,10,2018/02/28
219016,2018,2,4946.07,8,21866.98,23,2018/02/28
206034,2018,7,1225.0,1,2641.0,3,2018/07/31
203137,2018,3,5003.05,3,18498.19,17,2018/03/31
265031,2019,9,23333.26,4,27474.45,7,2019/09/30
178374,2018,1,5760.91,4,14998.17,6,2018/01/31
476929,2019,8,100.0,0,12985.66,6,2019/08/31
273356,2019,6,100.0,0,9673.3,6,2019/06/30
404306,2019,6,100.0,0,2991.7,6,2019/06/30
529279,2017,12,4970.14,5,14198.68,15,2017/12/31
239654,2017,12,12639.25,11,22969.21,20,2017/12/31
196044,2017,12,34293.12,7,47503.17,12,2017/12/31
188764,2018,2,4061.89,1,10697.37,7,2018/02/28
211528,2018,1,4451.8,2,5908.6,5,2018/01/31
280198,2018,1,2666.44,1,2666.44,1,2018/01/31
254310,2019,1,1279.36,1,3624.43,4,2019/01/31
394351,2019,1,100.0,0,11132.37,3,2019/01/31
241221,2017,11,8629.99,2,11475.73,3,2017/11/30
169363,2017,11,5754.58,9,25265.57,28,2017/11/30
196044,2018,10,11347.93,6,32698.6,16,2018/10/31
479062,2018,10,1126.0,2,8890.02,7,2018/10/31
397426,2017,11,2195.2,2,2195.2,2,2017/11/30
300936,2018,8,100.0,0,2445.33,1,2018/08/31
385937,2018,8,904.0,1,2015.11,2,2018/08/31
437259,2018,10,100.0,0,5476.05,4,2018/10/31
311204,2018,12,7546.08,1,18540.45,4,2018/12/31
455957,2018,9,7007.91,3,12066.07,6,2018/09/30
350739,2018,9,21587.76,14,48138.31,48,2018/09/30
433138,2018,6,2950.0,1,4979.5,2,2018/06/30
466776,2017,7,8990.5,2,11116.99,5,2017/07/31
214501,2017,7,6042.1,3,19336.77,5,2017/07/31
436402,2017,7,5002.93,2,8421.49,4,2017/07/31
390979,2017,7,3635.17,2,6487.47,4,2017/07/31
285892,2017,7,8784.66,5,13228.95,10,2017/07/31
250753,2017,10,5200.38,2,11035.56,4,2017/10/31
296555,2017,11,3660.04,3,26366.29,14,2017/11/30
435501,2018,7,11910.79,1,72913.42,8,2018/07/31
357300,2017,5,2377.59,5,2890.36,6,2017/05/31
509317,2018,5,4065.27,2,5877.24,6,2018/05/31
172246,2018,5,34963.03,8,58849.12,17,2018/05/31
410937,2018,5,21836.5,4,43101.61,10,2018/05/31
235433,2018,5,100.0,0,2019.64,3,2018/05/31
336545,2018,9,3938.5,3,8463.34,8,2018/09/30
437816,2018,9,895.0,2,21132.49,14,2018/09/30
445811,2018,9,100.0,0,6043.95,6,2018/09/30
486535,2018,6,4642.0,1,16793.64,4,2018/06/30
190444,2019,9,1060.0,2,5863.6,7,2019/09/30
358196,2017,10,14806.29,3,14806.29,3,2017/10/31
178286,2017,10,3501.01,3,22169.61,19,2017/10/31
358185,2018,3,2330.47,1,60353.23,6,2018/03/31
459185,2017,11,187.0,1,8732.32,7,2017/11/30
255163,2017,11,100.0,0,1150.0,1,2017/11/30
461079,2017,9,2137.0,1,26912.65,9,2017/09/30
352278,2017,5,12281.24,3,38411.01,12,2017/05/31
446225,2017,7,100.0,0,19380.67,7,2017/07/31
197267,2018,1,37510.83,3,67922.33,8,2018/01/31
271835,2018,1,7763.08,1,46791.79,7,2018/01/31
279901,2018,1,100.0,0,3626.5,8,2018/01/31
353152,2018,5,100.0,0,325.0,1,2018/05/31
422180,2017,12,100.0,0,14799.36,3,2017/12/31
502136,2017,5,100.0,0,5783.58,4,2017/05/31
357180,2018,4,2950.0,1,55655.34,3,2018/04/30
484341,2018,2,100.0,0,2977.42,1,2018/02/28
219622,2017,8,2260.0,1,3100.0,2,2017/08/31
281355,2017,8,7950.27,2,35090.23,9,2017/08/31
181702,2017,2,12581.35,9,49332.66,19,2017/02/28
232778,2017,2,34978.2,3,43900.56,4,2017/02/28
281378,2017,2,7211.46,5,28201.63,15,2017/02/28
250439,2017,4,2535.64,5,14903.08,19,2017/04/30
254804,2017,4,2806.21,2,15980.91,16,2017/04/30
399750,2017,10,242.5,1,935.5,3,2017/10/31
358196,2017,9,100.0,0,18977.32,3,2017/09/30
195441,2017,9,100.0,0,3796.59,1,2017/09/30
189650,2017,3,9030.81,3,33946.68,9,2017/03/31
200708,2017,3,6531.13,5,25020.6,20,2017/03/31
238190,2017,3,14783.45,3,46109.26,9,2017/03/31
356848,2017,6,1759.0,3,4257.39,10,2017/06/30
256747,2018,1,100.0,0,8373.27,7,2018/01/31
220998,2017,2,642.73,2,9504.52,5,2017/02/28
205014,2017,11,14763.58,3,32684.36,12,2017/11/30
449422,2017,8,100.0,0,8271.54,2,2017/08/31
419140,2017,5,100.0,0,1771.62,1,2017/05/31
271835,2017,9,647.5,1,26821.68,4,2017/09/30
396138,2017,6,100.0,0,11483.26,8,2017/06/30
199586,2017,6,100.0,0,36882.25,19,2017/06/30
407607,2017,5,100.0,0,2770.0,5,2017/05/31
406601,2017,8,100.0,0,700.0,2,2017/08/31
188033,2017,8,19205.91,2,19575.58,3,2017/08/31
278464,2017,2,5437.14,1,24277.24,7,2017/02/28
496996,2017,7,100.0,0,29913.9,5,2017/07/31
501641,2017,8,100.0,0,15328.27,7,2017/08/31
405756,2017,9,100.0,0,2630.35,6,2017/09/30
356646,2017,6,100.0,0,5379.45,1,2017/06/30
420475,2017,6,100.0,0,14071.39,2,2017/06/30
219622,2017,10,100.0,0,4282.0,2,2017/10/31
492159,2017,9,7637.5,3,19444.29,7,2017/09/30
519123,2019,3,5302.45,4,6693.58,7,2019/03/31
493520,2019,3,2320.62,7,14842.96,17,2019/03/31
425047,2019,4,6382.0,1,12928.22,3,2019/04/30
308017,2019,4,8198.77,5,15156.73,9,2019/04/30
396927,2019,4,8403.36,1,15897.63,3,2019/04/30
337134,2019,3,48402.61,6,76625.05,9,2019/03/31
302546,2019,7,10999.78,2,18271.06,4,2019/07/31
295978,2018,9,42887.98,3,64666.99,5,2018/09/30
339985,2019,3,14978.88,4,29311.38,7,2019/03/31
241960,2019,3,2008.0,1,2329.0,2,2019/03/31
446705,2019,10,2213.14,1,2213.14,1,2019/10/31
225703,2019,9,827.5,1,1870.0,2,2019/09/30
300733,2019,6,17868.58,3,61884.31,7,2019/06/30
388566,2019,6,53991.49,7,72415.03,11,2019/06/30
253159,2019,6,9937.09,3,12121.09,4,2019/06/30
278601,2019,10,2900.95,1,33610.54,6,2019/10/31
313047,2019,10,6116.5,3,6116.5,3,2019/10/31
509009,2019,10,1907.77,1,4353.58,2,2019/10/31
249520,2019,8,1531.72,1,7232.55,2,2019/08/31
434761,2018,6,6954.49,2,6954.49,2,2018/06/30
210151,2018,6,21995.05,3,62690.69,9,2018/06/30
508449,2018,8,19829.34,1,24998.4,5,2018/08/31
440609,2019,10,100.0,0,790.0,1,2019/10/31
426704,2019,8,9452.5,5,16444.24,9,2019/08/31
435118,2019,11,5317.0,3,9557.5,8,2019/11/30
527063,2019,9,100.0,0,1577.5,2,2019/09/30
383420,2018,7,512.5,1,5377.6,3,2018/07/31
226174,2018,8,400.0,1,5270.93,8,2018/08/31
267634,2019,10,100.0,0,3413.29,2,2019/10/31
174814,2019,4,100.0,0,1060.0,1,2019/04/30
523579,2018,11,4167.19,2,4167.19,2,2018/11/30
268319,2018,11,12958.72,9,26937.73,14,2018/11/30
254815,2018,11,5435.41,3,9880.18,4,2018/11/30
410106,2019,3,8822.83,2,10447.81,4,2019/03/31
462583,2019,5,6911.62,2,7596.64,4,2019/05/31
407584,2019,8,1765.0,1,3505.0,2,2019/08/31
321350,2019,8,5885.95,1,22110.76,4,2019/08/31
436199,2019,5,100.0,0,11326.66,3,2019/05/31
368767,2017,4,1364.5,4,11242.87,11,2017/04/30
233154,2019,6,100.0,0,2715.76,1,2019/06/30
219830,2019,9,544.89,1,1382.7,3,2019/09/30
448518,2018,6,436.0,1,436.0,1,2018/06/30
365096,2019,6,100.0,0,3820.0,1,2019/06/30
291233,2019,9,14520.24,5,23649.36,9,2019/09/30
289684,2019,3,100.0,0,3976.95,2,2019/03/31
195979,2019,3,100.0,0,18594.82,2,2019/03/31
306819,2019,9,100.0,0,1502.5,2,2019/09/30
444884,2018,12,100.0,0,457.0,1,2018/12/31
168325,2019,3,100.0,0,6760.0,2,2019/03/31
430191,2019,8,100.0,0,5640.04,1,2019/08/31
216589,2019,3,100.0,0,45251.74,7,2019/03/31
295414,2018,4,7299.79,2,9903.73,5,2018/04/30
330349,2018,6,5141.82,2,5141.82,2,2018/06/30
251980,2019,6,985.0,1,7297.06,4,2019/06/30
227856,2018,5,3938.52,5,41971.99,15,2018/05/31
178374,2018,5,13188.39,5,18247.35,9,2018/05/31
435118,2019,5,100.0,0,14404.66,6,2019/05/31
376262,2018,11,100.0,0,4105.0,1,2018/11/30
503027,2018,9,422.26,1,1418.59,3,2018/09/30
287551,2018,9,100.0,0,11986.35,1,2018/09/30
311990,2018,1,11418.1,4,25320.39,5,2018/01/31
255422,2018,1,400.0,1,400.0,1,2018/01/31
509402,2018,3,1422.34,2,11498.99,6,2018/03/31
330836,2017,10,7625.2,2,7625.2,2,2017/10/31
243035,2017,8,8667.64,5,21096.86,14,2017/08/31
213858,2018,4,100.0,0,3995.17,3,2018/04/30
354595,2018,11,6139.02,1,11706.72,5,2018/11/30
329558,2019,4,6204.64,1,6804.64,2,2019/04/30
468097,2019,8,4991.77,1,4991.77,1,2019/08/31
305481,2019,11,2290.06,1,14558.05,2,2019/11/30
217745,2019,4,1998.94,2,3213.94,4,2019/04/30
169217,2017,4,2473.75,1,2473.75,1,2017/04/30
345132,2017,4,3236.2,2,24385.95,6,2017/04/30
191957,2017,4,52978.33,5,67646.69,10,2017/04/30
310237,2018,4,100.0,0,763.0,1,2018/04/30
361888,2018,4,3422.5,2,3782.5,3,2018/04/30
309269,2019,4,5794.8,1,8601.3,4,2019/04/30
518391,2018,11,100.0,0,1394.68,4,2018/11/30
308452,2018,11,100.0,0,501.1,2,2018/11/30
430326,2017,8,2033.5,1,10773.25,2,2017/08/31
190444,2018,5,4958.41,4,11293.81,12,2018/05/31
446288,2017,3,7068.43,3,18539.41,15,2017/03/31
528650,2018,9,1760.5,2,2345.5,3,2018/09/30
466143,2018,2,100.0,0,19808.97,4,2018/02/28
461289,2017,2,181.0,1,5209.84,3,2017/02/28
475432,2019,5,100.0,0,15803.68,1,2019/05/31
285065,2019,11,1294.99,1,6425.08,3,2019/11/30
516720,2019,9,670.0,1,670.0,1,2019/09/30
232262,2019,11,5579.62,3,13666.57,7,2019/11/30
511796,2018,11,2164.0,1,3163.59,2,2018/11/30
526178,2018,11,1112.5,1,1112.5,1,2018/11/30
522257,2017,9,100.0,0,14485.86,3,2017/09/30
447171,2017,9,100.0,0,2743.62,1,2017/09/30
356836,2017,5,394.95,2,3328.06,5,2017/05/31
215776,2017,5,100.0,0,355.0,1,2017/05/31
422235,2017,5,4341.49,2,13274.62,5,2017/05/31
334738,2017,8,100.0,0,10009.08,1,2017/08/31
275321,2017,9,100.0,0,7537.0,1,2017/09/30
367855,2018,8,292.0,1,6742.99,3,2018/08/31
495613,2018,8,370.0,1,370.0,1,2018/08/31
519550,2019,10,100.0,0,2647.0,4,2019/10/31
334841,2017,4,15452.64,4,16874.25,6,2017/04/30
225535,2017,5,8071.34,3,14338.29,8,2017/05/31
365348,2018,2,4257.25,1,13211.72,4,2018/02/28
454613,2017,8,100.0,0,1765.0,1,2017/08/31
303943,2017,7,100.0,0,1147.29,2,2017/07/31
373450,2017,5,100.0,0,1601.5,1,2017/05/31
425047,2017,4,11532.52,2,23271.55,6,2017/04/30
311584,2017,12,3419.14,1,10777.66,3,2017/12/31
248930,2017,1,392.5,1,19211.5,4,2017/01/31
366681,2017,1,1700.23,2,8031.27,8,2017/01/31
224890,2017,1,881.11,1,30076.54,10,2017/01/31
496603,2017,1,15004.62,3,21538.26,5,2017/01/31
401477,2018,3,1329.58,1,8524.72,6,2018/03/31
468431,2018,1,100.0,0,7900.0,1,2018/01/31
240659,2018,2,1534.0,2,2689.0,4,2018/02/28
190285,2018,2,1105.0,1,2032.5,5,2018/02/28
223011,2017,11,31350.9,3,49132.77,7,2017/11/30
171793,2017,11,100.0,0,33158.43,10,2017/11/30
357483,2018,2,8077.84,1,12866.29,3,2018/02/28
320306,2019,7,100.0,0,2392.0,2,2019/07/31
223765,2019,1,932.5,1,7162.34,2,2019/01/31
430191,2018,4,100.0,0,6581.29,3,2018/04/30
370783,2018,4,100.0,0,2567.05,1,2018/04/30
239995,2018,1,452.5,1,36115.05,3,2018/01/31
399195,2019,1,100.0,0,1096.0,3,2019/01/31
242208,2019,1,100.0,0,2612.2,2,2019/01/31
352226,2017,2,2064.81,1,2064.81,1,2017/02/28
293255,2018,5,100.0,0,20130.22,3,2018/05/31
331614,2017,8,6007.0,1,6007.0,1,2017/08/31
387569,2018,1,100.0,0,452.5,1,2018/01/31
274551,2017,9,6790.48,2,6790.48,2,2017/09/30
288616,2017,9,4214.5,3,4702.0,4,2017/09/30
297565,2018,5,2770.0,1,3310.0,2,2018/05/31
520165,2017,12,1940.5,3,16444.77,8,2017/12/31
337641,2017,6,100.0,0,7998.79,3,2017/06/30
419518,2018,1,100.0,0,2611.99,3,2018/01/31
212004,2017,1,272.5,1,272.5,1,2017/01/31
438120,2017,1,715.0,1,715.0,1,2017/01/31
371192,2017,2,370.0,1,1717.75,2,2017/02/28
450530,2017,2,205.0,1,497.5,2,2017/02/28
310977,2017,11,100.0,0,1174.92,3,2017/11/30
458822,2019,4,2143.0,3,2143.0,3,2019/04/30
400814,2019,11,1024.0,2,1024.0,2,2019/11/30
217141,2019,11,4137.37,1,4137.37,1,2019/11/30
267817,2019,11,1390.0,1,1930.0,3,2019/11/30
355713,2017,7,100.0,0,655.0,1,2017/07/31
327101,2019,11,100.0,0,1492.42,1,2019/11/30
320395,2017,11,100.0,0,6882.73,1,2017/11/30
486535,2017,2,100.0,0,8845.93,5,2017/02/28
422824,2017,2,100.0,0,652.62,2,2017/02/28
379373,2019,9,2185.0,1,3407.5,2,2019/09/30
257593,2019,9,32987.29,3,32987.29,3,2019/09/30
365348,2019,8,7583.26,2,7583.26,2,2019/08/31
509934,2018,11,7839.68,2,10434.9,3,2018/11/30
208304,2018,11,1060.0,1,1060.0,1,2018/11/30
179678,2019,10,100.0,0,1548.97,1,2019/10/31
486010,2018,5,2099.62,1,4250.05,2,2018/05/31
435888,2019,7,100.0,0,4001.14,2,2019/07/31
192840,2019,7,100.0,0,9131.19,2,2019/07/31
523579,2018,10,1630.0,1,1630.0,1,2018/10/31
173333,2018,12,1187.5,1,1187.5,1,2018/12/31
405365,2019,12,100.0,0,4528.0,1,2019/12/31
314513,2018,3,9720.9,2,9720.9,2,2018/03/31
353921,2019,10,100.0,0,609.01,1,2019/10/31
201090,2019,8,100.0,0,892.0,1,2019/08/31
375392,2018,11,100.0,0,1892.5,1,2018/11/30
273934,2018,11,100.0,0,2578.9,1,2018/11/30
